Date,Country/Region,Confirmed,Deaths,Recovered,Active,New cases,New deaths,New recovered,WHO Region
1/22/20,US,1,0,0,1,0,0,0,Americas
1/23/20,US,1,0,0,1,0,0,0,Americas
1/24/20,France,2,0,0,2,2,0,0,Europe
1/24/20,US,2,0,0,2,1,0,0,Americas
1/25/20,France,3,0,0,3,1,0,0,Europe
1/25/20,US,2,0,0,2,0,0,0,Americas
1/26/20,France,3,0,0,3,0,0,0,Europe
1/26/20,US,5,0,0,5,3,0,0,Americas
1/27/20,France,3,0,0,3,0,0,0,Europe
1/27/20,Germany,1,0,0,1,1,0,0,Europe
1/27/20,US,5,0,0,5,0,0,0,Americas
1/28/20,France,4,0,0,4,1,0,0,Europe
1/28/20,Germany,4,0,0,4,3,0,0,Europe
1/28/20,US,5,0,0,5,0,0,0,Americas
1/29/20,France,5,0,0,5,1,0,0,Europe
1/29/20,Germany,4,0,0,4,0,0,0,Europe
1/29/20,US,5,0,0,5,0,0,0,Americas
1/30/20,France,5,0,0,5,0,0,0,Europe
1/30/20,Germany,4,0,0,4,0,0,0,Europe
1/30/20,India,1,0,0,1,1,0,0,South-East Asia
1/30/20,US,5,0,0,5,0,0,0,Americas
1/31/20,France,5,0,0,5,0,0,0,Europe
1/31/20,Germany,5,0,0,5,1,0,0,Europe
1/31/20,India,1,0,0,1,0,0,0,South-East Asia
1/31/20,Italy,2,0,0,2,2,0,0,Europe
1/31/20,Russia,2,0,0,2,2,0,0,Europe
1/31/20,US,7,0,0,7,2,0,0,Americas
1/31/20,United Kingdom,2,0,0,2,2,0,0,Europe
2/1/20,France,6,0,0,6,1,0,0,Europe
2/1/20,Germany,8,0,0,8,3,0,0,Europe
2/1/20,India,1,0,0,1,0,0,0,South-East Asia
2/1/20,Italy,2,0,0,2,0,0,0,Europe
2/1/20,Russia,2,0,0,2,0,0,0,Europe
2/1/20,Spain,1,0,0,1,1,0,0,Europe
2/1/20,US,8,0,0,8,1,0,0,Americas
2/1/20,United Kingdom,2,0,0,2,0,0,0,Europe
2/2/20,France,6,0,0,6,0,0,0,Europe
2/2/20,Germany,10,0,0,10,2,0,0,Europe
2/2/20,India,2,0,0,2,1,0,0,South-East Asia
2/2/20,Italy,2,0,0,2,0,0,0,Europe
2/2/20,Russia,2,0,0,2,0,0,0,Europe
2/2/20,Spain,1,0,0,1,0,0,0,Europe
2/2/20,US,8,0,0,8,0,0,0,Americas
2/2/20,United Kingdom,2,0,0,2,0,0,0,Europe
2/3/20,France,6,0,0,6,0,0,0,Europe
2/3/20,Germany,12,0,0,12,2,0,0,Europe
2/3/20,India,3,0,0,3,1,0,0,South-East Asia
2/3/20,Italy,2,0,0,2,0,0,0,Europe
2/3/20,Russia,2,0,0,2,0,0,0,Europe
2/3/20,Spain,1,0,0,1,0,0,0,Europe
2/3/20,US,11,0,0,11,3,0,0,Americas
2/3/20,United Kingdom,8,0,0,8,6,0,0,Europe
2/4/20,France,6,0,0,6,0,0,0,Europe
2/4/20,Germany,12,0,0,12,0,0,0,Europe
2/4/20,India,3,0,0,3,0,0,0,South-East Asia
2/4/20,Italy,2,0,0,2,0,0,0,Europe
2/4/20,Russia,2,0,0,2,0,0,0,Europe
2/4/20,Spain,1,0,0,1,0,0,0,Europe
2/4/20,US,11,0,0,11,0,0,0,Americas
2/4/20,United Kingdom,8,0,0,8,0,0,0,Europe
2/5/20,France,6,0,0,6,0,0,0,Europe
2/5/20,Germany,12,0,0,12,0,0,0,Europe
2/5/20,India,3,0,0,3,0,0,0,South-East Asia
2/5/20,Italy,2,0,0,2,0,0,0,Europe
2/5/20,Russia,2,0,0,2,0,0,0,Europe
2/5/20,Spain,1,0,0,1,0,0,0,Europe
2/5/20,US,11,0,0,11,0,0,0,Americas
2/5/20,United Kingdom,9,0,0,9,1,0,0,Europe
2/6/20,France,6,0,0,6,0,0,0,Europe
2/6/20,Germany,12,0,0,12,0,0,0,Europe
2/6/20,India,3,0,0,3,0,0,0,South-East Asia
2/6/20,Italy,2,0,0,2,0,0,0,Europe
2/6/20,Russia,2,0,0,2,0,0,0,Europe
2/6/20,Spain,1,0,0,1,0,0,0,Europe
2/6/20,US,11,0,0,11,0,0,0,Americas
2/6/20,United Kingdom,9,0,0,9,0,0,0,Europe
2/7/20,France,6,0,0,6,0,0,0,Europe
2/7/20,Germany,13,0,0,13,1,0,0,Europe
2/7/20,India,3,0,0,3,0,0,0,South-East Asia
2/7/20,Italy,3,0,0,3,1,0,0,Europe
2/7/20,Russia,2,0,0,2,0,0,0,Europe
2/7/20,Spain,1,0,0,1,0,0,0,Europe
2/7/20,US,11,0,0,11,0,0,0,Americas
2/7/20,United Kingdom,9,0,0,9,0,0,0,Europe
2/8/20,France,11,0,0,11,5,0,0,Europe
2/8/20,Germany,13,0,0,13,0,0,0,Europe
2/8/20,India,3,0,0,3,0,0,0,South-East Asia
2/8/20,Italy,3,0,0,3,0,0,0,Europe
2/8/20,Russia,2,0,0,2,0,0,0,Europe
2/8/20,Spain,1,0,0,1,0,0,0,Europe
2/8/20,US,11,0,0,11,0,0,0,Americas
2/8/20,United Kingdom,13,0,0,13,4,0,0,Europe
2/9/20,France,11,0,0,11,0,0,0,Europe
2/9/20,Germany,14,0,0,14,1,0,0,Europe
2/9/20,India,3,0,0,3,0,0,0,South-East Asia
2/9/20,Italy,3,0,0,3,0,0,0,Europe
2/9/20,Russia,2,0,0,2,0,0,0,Europe
2/9/20,Spain,2,0,0,2,1,0,0,Europe
2/9/20,US,11,0,3,8,0,0,3,Americas
2/9/20,United Kingdom,14,0,0,14,1,0,0,Europe
2/10/20,France,11,0,0,11,0,0,0,Europe
2/10/20,Germany,14,0,0,14,0,0,0,Europe
2/10/20,India,3,0,0,3,0,0,0,South-East Asia
2/10/20,Italy,3,0,0,3,0,0,0,Europe
2/10/20,Russia,2,0,0,2,0,0,0,Europe
2/10/20,Spain,2,0,0,2,0,0,0,Europe
2/10/20,US,11,0,3,8,0,0,0,Americas
2/10/20,United Kingdom,14,0,0,14,0,0,0,Europe
2/11/20,France,11,0,0,11,0,0,0,Europe
2/11/20,Germany,16,0,0,16,2,0,0,Europe
2/11/20,India,3,0,0,3,0,0,0,South-East Asia
2/11/20,Italy,3,0,0,3,0,0,0,Europe
2/11/20,Russia,2,0,0,2,0,0,0,Europe
2/11/20,Spain,2,0,0,2,0,0,0,Europe
2/11/20,US,12,0,3,9,1,0,0,Americas
2/11/20,United Kingdom,15,0,0,15,1,0,0,Europe
2/12/20,France,11,0,2,9,0,0,2,Europe
2/12/20,Germany,16,0,0,16,0,0,0,Europe
2/12/20,India,3,0,0,3,0,0,0,South-East Asia
2/12/20,Italy,3,0,0,3,0,0,0,Europe
2/12/20,Russia,2,0,2,0,0,0,2,Europe
2/12/20,Spain,2,0,0,2,0,0,0,Europe
2/12/20,US,12,0,3,9,0,0,0,Americas
2/12/20,United Kingdom,16,0,1,15,1,0,1,Europe
2/13/20,France,11,0,2,9,0,0,0,Europe
2/13/20,Germany,16,0,1,15,0,0,1,Europe
2/13/20,India,3,0,0,3,0,0,0,South-East Asia
2/13/20,Italy,3,0,0,3,0,0,0,Europe
2/13/20,Russia,2,0,2,0,0,0,0,Europe
2/13/20,Spain,2,0,0,2,0,0,0,Europe
2/13/20,US,13,0,3,10,1,0,0,Americas
2/13/20,United Kingdom,17,0,1,16,1,0,0,Europe
2/14/20,France,11,0,2,9,0,0,0,Europe
2/14/20,Germany,16,0,1,15,0,0,0,Europe
2/14/20,India,3,0,0,3,0,0,0,South-East Asia
2/14/20,Italy,3,0,0,3,0,0,0,Europe
2/14/20,Russia,2,0,2,0,0,0,0,Europe
2/14/20,Spain,2,0,0,2,0,0,0,Europe
2/14/20,US,13,0,3,10,0,0,0,Americas
2/14/20,United Kingdom,18,0,1,17,1,0,0,Europe
2/15/20,France,12,1,4,7,1,1,2,Europe
2/15/20,Germany,16,0,1,15,0,0,0,Europe
2/15/20,India,3,0,0,3,0,0,0,South-East Asia
2/15/20,Italy,3,0,0,3,0,0,0,Europe
2/15/20,Russia,2,0,2,0,0,0,0,Europe
2/15/20,Spain,2,0,2,0,0,0,2,Europe
2/15/20,US,13,0,3,10,0,0,0,Americas
2/15/20,United Kingdom,18,0,1,17,0,0,0,Europe
2/16/20,France,12,1,4,7,0,0,0,Europe
2/16/20,Germany,16,0,1,15,0,0,0,Europe
2/16/20,India,3,0,3,0,0,0,3,South-East Asia
2/16/20,Italy,3,0,0,3,0,0,0,Europe
2/16/20,Russia,2,0,2,0,0,0,0,Europe
2/16/20,Spain,2,0,2,0,0,0,0,Europe
2/16/20,US,13,0,3,10,0,0,0,Americas
2/16/20,United Kingdom,18,0,8,10,0,0,7,Europe
2/17/20,France,12,1,4,7,0,0,0,Europe
2/17/20,Germany,16,0,1,15,0,0,0,Europe
2/17/20,India,3,0,3,0,0,0,0,South-East Asia
2/17/20,Italy,3,0,0,3,0,0,0,Europe
2/17/20,Russia,2,0,2,0,0,0,0,Europe
2/17/20,Spain,2,0,2,0,0,0,0,Europe
2/17/20,US,13,0,3,10,0,0,0,Americas
2/17/20,United Kingdom,19,0,8,11,1,0,0,Europe
2/18/20,France,12,1,4,7,0,0,0,Europe
2/18/20,Germany,16,0,12,4,0,0,11,Europe
2/18/20,India,3,0,3,0,0,0,0,South-East Asia
2/18/20,Italy,3,0,0,3,0,0,0,Europe
2/18/20,Russia,2,0,2,0,0,0,0,Europe
2/18/20,Spain,2,0,2,0,0,0,0,Europe
2/18/20,US,13,0,3,10,0,0,0,Americas
2/18/20,United Kingdom,19,0,8,11,0,0,0,Europe
2/19/20,France,12,1,4,7,0,0,0,Europe
2/19/20,Germany,16,0,12,4,0,0,0,Europe
2/19/20,India,3,0,3,0,0,0,0,South-East Asia
2/19/20,Iran,2,2,0,0,2,2,0,Eastern Mediterranean
2/19/20,Italy,3,0,0,3,0,0,0,Europe
2/19/20,Russia,2,0,2,0,0,0,0,Europe
2/19/20,Spain,2,0,2,0,0,0,0,Europe
2/19/20,US,13,0,3,10,0,0,0,Americas
2/19/20,United Kingdom,20,0,8,12,1,0,0,Europe
2/20/20,France,12,1,4,7,0,0,0,Europe
2/20/20,Germany,16,0,12,4,0,0,0,Europe
2/20/20,India,3,0,3,0,0,0,0,South-East Asia
2/20/20,Iran,5,2,0,3,3,0,0,Eastern Mediterranean
2/20/20,Italy,3,0,0,3,0,0,0,Europe
2/20/20,Russia,2,0,2,0,0,0,0,Europe
2/20/20,Spain,2,0,2,0,0,0,0,Europe
2/20/20,US,13,0,3,10,0,0,0,Americas
2/20/20,United Kingdom,22,0,8,14,2,0,0,Europe
2/21/20,France,12,1,4,7,0,0,0,Europe
2/21/20,Germany,16,0,14,2,0,0,2,Europe
2/21/20,India,3,0,3,0,0,0,0,South-East Asia
2/21/20,Iran,18,4,0,14,13,2,0,Eastern Mediterranean
2/21/20,Italy,20,1,0,19,17,1,0,Europe
2/21/20,Russia,2,0,2,0,0,0,0,Europe
2/21/20,Spain,2,0,2,0,0,0,0,Europe
2/21/20,US,15,0,5,10,2,0,2,Americas
2/21/20,United Kingdom,23,0,8,15,1,0,0,Europe
2/22/20,France,12,1,4,7,0,0,0,Europe
2/22/20,Germany,16,0,14,2,0,0,0,Europe
2/22/20,India,3,0,3,0,0,0,0,South-East Asia
2/22/20,Iran,28,5,0,23,10,1,0,Eastern Mediterranean
2/22/20,Italy,62,2,1,59,42,1,1,Europe
2/22/20,Russia,2,0,2,0,0,0,0,Europe
2/22/20,Spain,2,0,2,0,0,0,0,Europe
2/22/20,US,15,0,5,10,0,0,0,Americas
2/22/20,United Kingdom,23,0,8,15,0,0,0,Europe
2/23/20,Chile,2,0,0,2,2,0,0,Americas
2/23/20,France,12,1,4,7,0,0,0,Europe
2/23/20,Germany,16,0,14,2,0,0,0,Europe
2/23/20,India,3,0,3,0,0,0,0,South-East Asia
2/23/20,Iran,43,8,0,35,15,3,0,Eastern Mediterranean
2/23/20,Italy,155,3,2,150,93,1,1,Europe
2/23/20,Russia,2,0,2,0,0,0,0,Europe
2/23/20,Spain,2,0,2,0,0,0,0,Europe
2/23/20,US,15,0,5,10,0,0,0,Americas
2/23/20,United Kingdom,28,0,8,20,5,0,0,Europe
2/24/20,Chile,2,0,0,2,0,0,0,Americas
2/24/20,France,12,1,4,7,0,0,0,Europe
2/24/20,Germany,16,0,14,2,0,0,0,Europe
2/24/20,India,3,0,3,0,0,0,0,South-East Asia
2/24/20,Iran,61,12,0,49,18,4,0,Eastern Mediterranean
2/24/20,Italy,229,7,1,221,74,4,-1,Europe
2/24/20,Russia,2,0,2,0,0,0,0,Europe
2/24/20,Spain,2,0,2,0,0,0,0,Europe
2/24/20,US,15,0,5,10,0,0,0,Americas
2/24/20,United Kingdom,30,0,8,22,2,0,0,Europe
2/25/20,Chile,2,0,0,2,0,0,0,Americas
2/25/20,France,14,1,11,2,2,0,7,Europe
2/25/20,Germany,17,0,14,3,1,0,0,Europe
2/25/20,India,3,0,3,0,0,0,0,South-East Asia
2/25/20,Iran,95,16,0,79,34,4,0,Eastern Mediterranean
2/25/20,Italy,322,10,1,311,93,3,0,Europe
2/25/20,Pakistan,2,0,0,2,2,0,0,Eastern Mediterranean
2/25/20,Russia,2,0,2,0,0,0,0,Europe
2/25/20,Spain,6,0,2,4,4,0,0,Europe
2/25/20,US,15,0,6,9,0,0,1,Americas
2/25/20,United Kingdom,34,0,8,26,4,0,0,Europe
2/26/20,Brazil,1,0,0,1,1,0,0,Americas
2/26/20,Chile,2,0,0,2,0,0,0,Americas
2/26/20,France,18,2,11,5,4,1,0,Europe
2/26/20,Germany,27,0,15,12,10,0,1,Europe
2/26/20,India,3,0,3,0,0,0,0,South-East Asia
2/26/20,Iran,139,19,49,71,44,3,49,Eastern Mediterranean
2/26/20,Italy,453,12,3,438,131,2,2,Europe
2/26/20,Pakistan,2,0,0,2,0,0,0,Eastern Mediterranean
2/26/20,Russia,2,0,2,0,0,0,0,Europe
2/26/20,Spain,13,0,2,11,7,0,0,Europe
2/26/20,US,15,0,6,9,0,0,0,Americas
2/26/20,United Kingdom,37,0,8,29,3,0,0,Europe
2/27/20,Brazil,1,0,0,1,0,0,0,Americas
2/27/20,Chile,2,0,0,2,0,0,0,Americas
2/27/20,France,38,2,11,25,20,0,0,Europe
2/27/20,Germany,46,0,16,30,19,0,1,Europe
2/27/20,India,3,0,3,0,0,0,0,South-East Asia
2/27/20,Iran,245,26,49,170,106,7,0,Eastern Mediterranean
2/27/20,Italy,655,17,45,593,202,5,42,Europe
2/27/20,Pakistan,2,0,0,2,0,0,0,Eastern Mediterranean
2/27/20,Russia,2,0,2,0,0,0,0,Europe
2/27/20,Spain,15,0,2,13,2,0,0,Europe
2/27/20,US,16,0,6,10,1,0,0,Americas
2/27/20,United Kingdom,44,0,8,36,7,0,0,Europe
2/28/20,Brazil,1,0,0,1,0,0,0,Americas
2/28/20,Chile,2,0,0,2,0,0,0,Americas
2/28/20,France,57,2,11,44,19,0,0,Europe
2/28/20,Germany,48,0,16,32,2,0,0,Europe
2/28/20,India,3,0,3,0,0,0,0,South-East Asia
2/28/20,Iran,388,34,73,281,143,8,24,Eastern Mediterranean
2/28/20,Italy,888,21,46,821,233,4,1,Europe
2/28/20,Mexico,1,0,0,1,1,0,0,Americas
2/28/20,Pakistan,4,0,0,4,2,0,0,Eastern Mediterranean
2/28/20,Russia,2,0,2,0,0,0,0,Europe
2/28/20,Spain,32,0,2,30,17,0,0,Europe
2/28/20,US,16,0,7,9,0,0,1,Americas
2/28/20,United Kingdom,56,0,8,48,12,0,0,Europe
2/29/20,Brazil,2,0,0,2,1,0,0,Americas
2/29/20,Chile,2,0,0,2,0,0,0,Americas
2/29/20,France,100,2,12,86,43,0,1,Europe
2/29/20,Germany,79,0,16,63,31,0,0,Europe
2/29/20,India,3,0,3,0,0,0,0,South-East Asia
2/29/20,Iran,593,43,123,427,205,9,50,Eastern Mediterranean
2/29/20,Italy,1128,29,46,1053,240,8,0,Europe
2/29/20,Mexico,4,0,0,4,3,0,0,Americas
2/29/20,Pakistan,4,0,0,4,0,0,0,Eastern Mediterranean
2/29/20,Russia,2,0,2,0,0,0,0,Europe
2/29/20,Spain,45,0,2,43,13,0,0,Europe
2/29/20,US,24,1,7,16,8,1,0,Americas
2/29/20,United Kingdom,61,0,8,53,5,0,0,Europe
3/1/20,Brazil,2,0,0,2,0,0,0,Americas
3/1/20,Chile,9,0,0,9,7,0,0,Americas
3/1/20,France,130,2,12,116,30,0,0,Europe
3/1/20,Germany,130,0,16,114,51,0,0,Europe
3/1/20,India,3,0,3,0,0,0,0,South-East Asia
3/1/20,Iran,978,54,175,749,385,11,52,Eastern Mediterranean
3/1/20,Italy,1694,34,83,1577,566,5,37,Europe
3/1/20,Mexico,5,0,0,5,1,0,0,Americas
3/1/20,Pakistan,4,0,0,4,0,0,0,Eastern Mediterranean
3/1/20,Russia,2,0,2,0,0,0,0,Europe
3/1/20,Spain,84,0,2,82,39,0,0,Europe
3/1/20,US,30,1,7,22,6,0,0,Americas
3/1/20,United Kingdom,94,0,8,86,33,0,0,Europe
3/2/20,Brazil,2,0,0,2,0,0,0,Americas
3/2/20,Chile,9,0,0,9,0,0,0,Americas
3/2/20,France,191,3,12,176,61,1,0,Europe
3/2/20,Germany,159,0,16,143,29,0,0,Europe
3/2/20,India,5,0,3,2,2,0,0,South-East Asia
3/2/20,Iran,1501,66,291,1144,523,12,116,Eastern Mediterranean
3/2/20,Italy,2036,52,149,1835,342,18,66,Europe
3/2/20,Mexico,5,0,0,5,0,0,0,Americas
3/2/20,Pakistan,5,0,0,5,1,0,0,Eastern Mediterranean
3/2/20,Russia,3,0,2,1,1,0,0,Europe
3/2/20,Saudi Arabia,1,0,0,1,1,0,0,Eastern Mediterranean
3/2/20,Spain,120,0,2,118,36,0,0,Europe
3/2/20,US,53,6,7,40,23,5,0,Americas
3/2/20,United Kingdom,134,0,8,126,40,0,0,Europe
3/3/20,Argentina,1,0,0,1,1,0,0,Americas
3/3/20,Brazil,2,0,0,2,0,0,0,Americas
3/3/20,Chile,10,0,0,10,1,0,0,Americas
3/3/20,France,204,4,12,188,13,1,0,Europe
3/3/20,Germany,196,0,16,180,37,0,0,Europe
3/3/20,India,5,0,3,2,0,0,0,South-East Asia
3/3/20,Iran,2336,77,291,1968,835,11,0,Eastern Mediterranean
3/3/20,Italy,2502,79,160,2263,466,27,11,Europe
3/3/20,Mexico,5,0,1,4,0,0,1,Americas
3/3/20,Pakistan,5,0,0,5,0,0,0,Eastern Mediterranean
3/3/20,Russia,3,0,2,1,0,0,0,Europe
3/3/20,Saudi Arabia,1,0,0,1,0,0,0,Eastern Mediterranean
3/3/20,Spain,165,1,2,162,45,1,0,Europe
3/3/20,US,73,7,7,59,20,1,0,Americas
3/3/20,United Kingdom,189,0,8,181,55,0,0,Europe
3/4/20,Argentina,1,0,0,1,0,0,0,Americas
3/4/20,Brazil,4,0,0,4,2,0,0,Americas
3/4/20,Chile,10,0,0,10,0,0,0,Americas
3/4/20,France,288,4,12,272,84,0,0,Europe
3/4/20,Germany,262,0,16,246,66,0,0,Europe
3/4/20,India,28,0,3,25,23,0,0,South-East Asia
3/4/20,Iran,2922,92,552,2278,586,15,261,Eastern Mediterranean
3/4/20,Italy,3089,107,276,2706,587,28,116,Europe
3/4/20,Mexico,5,0,1,4,0,0,0,Americas
3/4/20,Pakistan,5,0,0,5,0,0,0,Eastern Mediterranean
3/4/20,Russia,3,0,2,1,0,0,0,Europe
3/4/20,Saudi Arabia,1,0,0,1,0,0,0,Eastern Mediterranean
3/4/20,Spain,222,2,2,218,57,1,0,Europe
3/4/20,US,104,11,7,86,31,4,0,Americas
3/4/20,United Kingdom,246,0,8,238,57,0,0,Europe
3/5/20,Argentina,1,0,0,1,0,0,0,Americas
3/5/20,Brazil,4,0,0,4,0,0,0,Americas
3/5/20,Chile,13,0,0,13,3,0,0,Americas
3/5/20,France,380,6,12,362,92,2,0,Europe
3/5/20,Germany,482,0,16,466,220,0,0,Europe
3/5/20,India,30,0,3,27,2,0,0,South-East Asia
3/5/20,Iran,3513,107,739,2667,591,15,187,Eastern Mediterranean
3/5/20,Italy,3858,148,414,3296,769,41,138,Europe
3/5/20,Mexico,5,0,1,4,0,0,0,Americas
3/5/20,Pakistan,6,0,0,6,1,0,0,Eastern Mediterranean
3/5/20,Russia,4,0,2,2,1,0,0,Europe
3/5/20,Saudi Arabia,5,0,0,5,4,0,0,Eastern Mediterranean
3/5/20,South Africa,1,0,0,1,1,0,0,Africa
3/5/20,Spain,259,3,2,254,37,1,0,Europe
3/5/20,US,174,12,7,155,70,1,0,Americas
3/5/20,United Kingdom,295,0,8,287,49,0,0,Europe
3/6/20,Argentina,2,0,0,2,1,0,0,Americas
3/6/20,Brazil,13,0,0,13,9,0,0,Americas
3/6/20,Chile,13,0,0,13,0,0,0,Americas
3/6/20,Colombia,1,0,0,1,1,0,0,Americas
3/6/20,France,656,9,12,635,276,3,0,Europe
3/6/20,Germany,670,0,17,653,188,0,1,Europe
3/6/20,India,31,0,3,28,1,0,0,South-East Asia
3/6/20,Iran,4747,124,913,3710,1234,17,174,Eastern Mediterranean
3/6/20,Italy,4636,197,523,3916,778,49,109,Europe
3/6/20,Mexico,6,0,1,5,1,0,0,Americas
3/6/20,Pakistan,6,0,0,6,0,0,0,Eastern Mediterranean
3/6/20,Peru,1,0,0,1,1,0,0,Americas
3/6/20,Russia,13,0,2,11,9,0,0,Europe
3/6/20,Saudi Arabia,5,0,0,5,0,0,0,Eastern Mediterranean
3/6/20,South Africa,1,0,0,1,0,0,0,Africa
3/6/20,Spain,400,5,2,393,141,2,0,Europe
3/6/20,US,222,14,7,201,48,2,0,Americas
3/6/20,United Kingdom,374,1,8,365,79,1,0,Europe
3/7/20,Argentina,8,0,0,8,6,0,0,Americas
3/7/20,Brazil,13,0,0,13,0,0,0,Americas
3/7/20,Chile,13,0,0,13,0,0,0,Americas
3/7/20,Colombia,1,0,0,1,0,0,0,Americas
3/7/20,France,959,11,12,936,303,2,0,Europe
3/7/20,Germany,799,0,18,781,129,0,1,Europe
3/7/20,India,34,0,3,31,3,0,0,South-East Asia
3/7/20,Iran,5823,145,1669,4009,1076,21,756,Eastern Mediterranean
3/7/20,Italy,5883,233,589,5061,1247,36,66,Europe
3/7/20,Mexico,6,0,1,5,0,0,0,Americas
3/7/20,Pakistan,6,0,1,5,0,0,1,Eastern Mediterranean
3/7/20,Peru,1,0,0,1,0,0,0,Americas
3/7/20,Russia,13,0,2,11,0,0,0,Europe
3/7/20,Saudi Arabia,5,0,0,5,0,0,0,Eastern Mediterranean
3/7/20,South Africa,1,0,0,1,0,0,0,Africa
3/7/20,Spain,500,10,30,460,100,5,28,Europe
3/7/20,US,337,17,7,313,115,3,0,Americas
3/7/20,United Kingdom,429,2,18,409,55,1,10,Europe
3/8/20,Argentina,12,1,0,11,4,1,0,Americas
3/8/20,Bangladesh,3,0,0,3,3,0,0,South-East Asia
3/8/20,Brazil,20,0,0,20,7,0,0,Americas
3/8/20,Chile,20,0,0,20,7,0,0,Americas
3/8/20,Colombia,1,0,0,1,0,0,0,Americas
3/8/20,France,1136,19,12,1105,177,8,0,Europe
3/8/20,Germany,1040,0,18,1022,241,0,0,Europe
3/8/20,India,39,0,3,36,5,0,0,South-East Asia
3/8/20,Iran,6566,194,2134,4238,743,49,465,Eastern Mediterranean
3/8/20,Italy,7375,366,622,6387,1492,133,33,Europe
3/8/20,Mexico,7,0,1,6,1,0,0,Americas
3/8/20,Pakistan,6,0,1,5,0,0,0,Eastern Mediterranean
3/8/20,Peru,6,0,0,6,5,0,0,Americas
3/8/20,Russia,17,0,3,14,4,0,1,Europe
3/8/20,Saudi Arabia,11,0,0,11,6,0,0,Eastern Mediterranean
3/8/20,South Africa,3,0,0,3,2,0,0,Africa
3/8/20,Spain,673,17,30,626,173,7,0,Europe
3/8/20,US,451,21,7,423,114,4,0,Americas
3/8/20,United Kingdom,483,2,18,463,54,0,0,Europe
3/9/20,Argentina,12,1,0,11,0,0,0,Americas
3/9/20,Bangladesh,3,0,0,3,0,0,0,South-East Asia
3/9/20,Brazil,25,0,0,25,5,0,0,Americas
3/9/20,Chile,20,0,0,20,0,0,0,Americas
3/9/20,Colombia,1,0,0,1,0,0,0,Americas
3/9/20,France,1219,19,12,1188,83,0,0,Europe
3/9/20,Germany,1176,2,18,1156,136,2,0,Europe
3/9/20,India,43,0,3,40,4,0,0,South-East Asia
3/9/20,Iran,7161,237,2394,4530,595,43,260,Eastern Mediterranean
3/9/20,Italy,9172,463,724,7985,1797,97,102,Europe
3/9/20,Mexico,7,0,1,6,0,0,0,Americas
3/9/20,Pakistan,16,0,1,15,10,0,0,Eastern Mediterranean
3/9/20,Peru,7,0,0,7,1,0,0,Americas
3/9/20,Russia,17,0,3,14,0,0,0,Europe
3/9/20,Saudi Arabia,15,0,0,15,4,0,0,Eastern Mediterranean
3/9/20,South Africa,3,0,0,3,0,0,0,Africa
3/9/20,Spain,1073,28,32,1013,400,11,2,Europe
3/9/20,US,519,22,7,490,68,1,0,Americas
3/9/20,United Kingdom,630,3,18,609,147,1,0,Europe
3/10/20,Argentina,17,1,0,16,5,0,0,Americas
3/10/20,Bangladesh,3,0,0,3,0,0,0,South-East Asia
3/10/20,Brazil,31,0,0,31,6,0,0,Americas
3/10/20,Chile,25,0,0,25,5,0,0,Americas
3/10/20,Colombia,3,0,0,3,2,0,0,Americas
3/10/20,France,1794,33,12,1749,575,14,0,Europe
3/10/20,Germany,1457,2,18,1437,281,0,0,Europe
3/10/20,India,56,0,4,52,13,0,1,South-East Asia
3/10/20,Iran,8042,291,2731,5020,881,54,337,Eastern Mediterranean
3/10/20,Italy,10149,631,724,8794,977,168,0,Europe
3/10/20,Mexico,7,0,4,3,0,0,3,Americas
3/10/20,Pakistan,19,0,2,17,3,0,1,Eastern Mediterranean
3/10/20,Peru,11,0,0,11,4,0,0,Americas
3/10/20,Russia,20,0,3,17,3,0,0,Europe
3/10/20,Saudi Arabia,20,0,1,19,5,0,1,Eastern Mediterranean
3/10/20,South Africa,7,0,0,7,4,0,0,Africa
3/10/20,Spain,1695,35,32,1628,622,7,0,Europe
3/10/20,US,711,28,8,675,192,6,1,Americas
3/10/20,United Kingdom,889,7,19,863,259,4,1,Europe
3/11/20,Argentina,19,1,0,18,2,0,0,Americas
3/11/20,Bangladesh,3,0,0,3,0,0,0,South-East Asia
3/11/20,Brazil,38,0,0,38,7,0,0,Americas
3/11/20,Chile,35,0,0,35,10,0,0,Americas
3/11/20,Colombia,9,0,0,9,6,0,0,Americas
3/11/20,France,2293,48,12,2233,499,15,0,Europe
3/11/20,Germany,1908,3,25,1880,451,1,7,Europe
3/11/20,India,62,1,4,57,6,1,0,South-East Asia
3/11/20,Iran,9000,354,2959,5687,958,63,228,Eastern Mediterranean
3/11/20,Italy,12462,827,1045,10590,2313,196,321,Europe
3/11/20,Mexico,8,0,4,4,1,0,0,Americas
3/11/20,Pakistan,20,0,2,18,1,0,0,Eastern Mediterranean
3/11/20,Peru,11,0,0,11,0,0,0,Americas
3/11/20,Russia,20,0,3,17,0,0,0,Europe
3/11/20,Saudi Arabia,21,0,1,20,1,0,0,Eastern Mediterranean
3/11/20,South Africa,13,0,0,13,6,0,0,Africa
3/11/20,Spain,2277,54,183,2040,582,19,151,Europe
3/11/20,Turkey,1,0,0,1,1,0,0,Europe
3/11/20,US,1109,33,8,1068,398,5,0,Americas
3/11/20,United Kingdom,1301,7,19,1275,412,0,0,Europe
3/12/20,Argentina,19,1,0,18,0,0,0,Americas
3/12/20,Bangladesh,3,0,0,3,0,0,0,South-East Asia
3/12/20,Brazil,52,0,0,52,14,0,0,Americas
